wallet,total_transactions,unique_days_active,account_age_days,avg_daily_activity,total_usd_volume,avg_txn_size,median_txn_size,txn_size_consistency,deposit_ratio,withdrawal_ratio,borrow_ratio,repay_ratio,liquidation_ratio,net_deposit_flow,borrow_repay_ratio,deposit_to_borrow_ratio,asset_diversity,protocol_diversity,asset_concentration,avg_time_between_txns,rapid_txn_count,rapid_txn_ratio,max_txn_size,large_txn_ratio,liquidation_count,was_liquidated,activity_consistency,hour_entropy,day_entropy,value_growth,unique_months_active
0x00000a9c78912badb92d73b6ed26456e11def5eb,1,1,0,1.0,1692754.3127773313,1692754.3127773313,1692754.3127773313,,1.0,0.0,0.0,0.0,0.0,1692754.3127773313,1.0,10.0,1,1,1.0,24.0,0,0.0,1692754.3127773313,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x00001bc47f0973f794f79c16121cee879e272d6a,4,4,47,1.0,53501440123.14357,13375360030.785892,13347917439.441093,0.9919699711774134,0.0,1.0,0.0,0.0,0.0,-53501440123.14357,1.0,10.0,2,1,0.6249812930926606,376.03435185185185,0,0.0,13526373070.995453,0.25,0,0,0.0851063829787234,0.8112781244591328,2.0,0.0,2
0x00002b503a75998c97508916a74fdb41934fa030,147,35,125,4.2,4.916297965137643e+24,3.3444203844473765e+22,130384579019.79385,0.28351608335338174,0.1836734693877551,0.19047619047619047,0.3197278911564626,0.30612244897959184,0.0,7.16206836981025e+23,0.6912915397601804,3.7121478652582454,7,1,0.6510794685145479,20.600800989345508,71,0.4863013698630137,5.29344127071701e+23,0.10204081632653061,0,0,0.28,3.960619413922321,2.581186539823544,0.12720426136140833,6
0x0000897253cc85f7547317eb2080b36b3255687a,2,2,3,1.0,9.317181620951547e+20,4.658590810475773e+20,4.658590810475773e+20,0.9990092733324888,0.5,0.5,0.0,0.0,0.0,6.533620376246026e+17,1.0,10.0,1,1,1.0,84.35055555555556,0,0.0,4.6618576206638966e+20,0.5,0,0,0.6666666666666666,1.0,1.0,0.0,1
0x0000b252c943089fbba5554a1d196ef79bc77e4f,1,1,0,1.0,1116218.296466259,1116218.296466259,1116218.296466259,,1.0,0.0,0.0,0.0,0.0,1116218.296466259,1.0,10.0,1,1,1.0,24.0,0,0.0,1116218.296466259,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x0000ce08fa224696a819877070bf378e8b131acf,14,8,75,1.75,2.752414713056827e+21,1.966010509326305e+20,1943935803.413402,0.3227203544046701,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.0,0.0,-1.490547102934526e+21,0.0,0.0015640551460175854,4,1,0.5035712119206379,139.90141025641026,1,0.07692307692307693,1.257932658028036e+21,0.14285714285714285,0,0,0.10666666666666667,2.217021885879718,2.1820058147602133,-0.7347619459044203,3
0x00010a708585ba4812a1c5976182626c75cb7a6b,29,11,79,2.6363636363636362,1.7701762219701174e+21,6.104055937827991e+19,117216835.24831884,0.3105920105671636,0.3103448275862069,0.2413793103448276,0.20689655172413793,0.2413793103448276,0.0,1.1219320903753084e+21,0.9989271860659108,3.777921089723878,6,1,0.3977118370121866,68.15645833333335,7,0.25,5.557228965749953e+20,0.10344827586206896,0,0,0.13924050632911392,3.4695443569727304,2.0525242214623565,1.892310643598502,3
0x00016fc0c9f7620e920e1423fd455f9574f48025,2,2,1,1.0,3.145759276004647e+18,1.5728796380023235e+18,1.5728796380023235e+18,0.9940964774707574,1.0,0.0,0.0,0.0,0.0,3.145759276004647e+18,1.0,10.0,1,1,1.0,39.40027777777778,0,0.0,1.5794844914008806e+18,0.5,0,0,2.0,1.0,1.0,0.0,1
0x0002761e848b24046a53d494847b11a3e1d36b09,1,1,0,1.0,1.0022621744374797e+18,1.0022621744374797e+18,1.0022621744374797e+18,,1.0,0.0,0.0,0.0,0.0,1.0022621744374797e+18,1.0,10.0,1,1,1.0,24.0,0,0.0,1.0022621744374797e+18,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,2,2,7,1.0,1011250.6095471126,505625.3047735563,505625.3047735563,0.4142609399965162,1.0,0.0,0.0,0.0,0.0,1011250.6095471126,1.0,10.0,1,1,1.0,171.45111111111112,0,0.0,1011151.8932688306,0.5,0,0,0.2857142857142857,1.0,-0.0,0.0,1
0x0003816b25fd3d6c112eb65c089760fa3f791947,4,1,0,4.0,2.0134714836900525e+22,5.033678709225131e+21,5.032711388500011e+21,0.6762577750103392,0.25,0.25,0.25,0.25,0.0,4.2267829004885033e+18,1.0001213265625777,2.417265994964524,2,1,0.5859419483685568,0.013703703703703704,3,1.0,7.122699059900503e+21,0.25,0,0,1.0,-0.0,-0.0,0.0,1
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,37,20,100,1.85,5.518805243601938e+20,1.4915689847572806e+19,593779740.7723043,0.19944185171626053,0.32432432432432434,0.5405405405405406,0.13513513513513514,0.0,0.0,-4.8553850895054085e+20,0.0,36157516676.15718,6,1,0.8864820730084348,67.22903549382715,14,0.3888888888888889,2.9465863852764086e+20,0.10810810810810811,0,0,0.2,3.640829040836849,2.5179990703458714,17.455354503539336,3
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,2,1,0,2.0,2098987308.1803522,1049493654.0901761,1049493654.0901761,0.9999998417466636,0.5,0.5,0.0,0.0,0.0,-234.88093054294586,1.0,10.0,1,1,1.0,0.023333333333333334,1,1.0,1049493771.5306413,0.5,0,0,1.0,-0.0,-0.0,0.0,1
0x0003f46779806fe779e7f30eec95dbdb4d45840b,24,6,82,4.0,7156162418.178755,298173434.09078145,267783992.97774538,0.5433642561985641,0.3333333333333333,0.20833333333333334,0.25,0.20833333333333334,0.0,786124113.3087959,0.7033962502021598,1.042997249010684,2,1,0.9722610105238159,86.44841787439614,14,0.6086956521739131,749580285.7063981,0.08333333333333333,0,0,0.07317073170731707,2.6258145836939115,1.7005820084462417,2.2683149974815575,3
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,10,6,82,1.6666666666666667,3378865539.1903796,337886553.91903794,220769666.23965847,0.5461554144160978,0.2,0.4,0.3,0.1,0.0,-341580713.0106051,1.0747718491656715,1.9658117655968592,2,1,0.5718153861730733,218.74188271604942,2,0.2222222222222222,982136001.4307568,0.1,0,0,0.07317073170731707,1.7609640474436812,1.7609640474436812,0.10315665602852113,3
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2,1,0,2.0,2.7417593619495214e+21,1.3708796809747607e+21,1.3708796809747607e+21,0.4142135623731868,0.5,0.0,0.5,0.0,0.0,2.741759361949003e+21,0.0,5289778140542.482,2,1,0.9999999999996219,0.058055555555555555,1,1.0,2.741759361949003e+21,0.5,0,0,1.0,1.0,-0.0,0.0,1
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,6,1,0,6.0,1.1609793917726137e+20,1.934965652954356e+19,2.2653259187424076e+19,0.7908285119556052,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,14158286991360.0,1.0,1.5625,1,1,1.0,0.02088888888888889,5,1.0,2.2653259187424076e+19,0.0,0,0,1.0,-0.0,-0.0,-1.3698630116416477e-07,1
0x0005696d4be2359526c497fe4a4c0620b41f2426,7,2,0,3.5,1.5855481550360758e+21,2.2650687929086797e+20,593761137.6147484,0.39037880421651927,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,-1.1417351363776597e+20,0.9986389552256582,1239029087780.9175,4,1,0.8786728951063011,2.571944444444444,3,0.5,7.470032840895532e+20,0.14285714285714285,0,0,1.0,1.5566567074628228,0.863120568566631,0.013494761918018353,1
0x000660cad76200a2e326f53e033919905e6c50f5,1,1,0,1.0,1064852.5755563297,1064852.5755563297,1064852.5755563297,,1.0,0.0,0.0,0.0,0.0,1064852.5755563297,1.0,10.0,1,1,1.0,24.0,0,0.0,1064852.5755563297,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1,0,1.0,1.1536765310394422e+18,1.1536765310394422e+18,1.1536765310394422e+18,,1.0,0.0,0.0,0.0,0.0,1.1536765310394422e+18,1.0,10.0,1,1,1.0,24.0,0,0.0,1.1536765310394422e+18,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x00080000158a9930aeb508823103b0a977161c47,2,2,9,1.0,2.617513598912143e+18,1.3087567994560714e+18,1.3087567994560714e+18,0.7702027990697811,1.0,0.0,0.0,0.0,0.0,2.617513598912143e+18,1.0,10.0,1,1,1.0,239.72166666666666,0,0.0,1.5848677270563487e+18,0.5,0,0,0.2222222222222222,-0.0,1.0,0.0,1
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,2,7,1.0,1.0581473433072287e+18,5.2907367165361434e+17,5.2907367165361434e+17,0.41423635272647685,1.0,0.0,0.0,0.0,0.0,1.0581473433072287e+18,1.0,10.0,1,1,1.0,187.48611111111111,0,0.0,1.0580976520839907e+18,0.5,0,0,0.2857142857142857,1.0,1.0,0.0,1
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,1,0,1.0,3.244684715600005e+16,3.244684715600005e+16,3.244684715600005e+16,,1.0,0.0,0.0,0.0,0.0,3.244684715600005e+16,1.0,10.0,1,1,1.0,24.0,0,0.0,3.244684715600005e+16,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x000a27ba176083e4b50177378cbe7469a00dd557,12,4,33,3.0,875371510.9244684,72947625.91037236,73472035.51573613,0.5946717709613487,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,1010611.1669888496,0.9989993381399093,1.7325979827920193,2,1,0.5007003686368859,72.4060101010101,6,0.5454545454545454,160225777.54977876,0.16666666666666666,0,0,0.12121212121212122,2.054585169337799,1.7295739585136223,-0.5065359952023585,2
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,10,25,4.3,5.214410798787073e+22,1.2126536741365285e+21,1.069706102466555e+19,0.3823185659751959,0.4186046511627907,0.27906976744186046,0.18604651162790697,0.11627906976744186,0.0,-1.3417265165115467e+22,1.8190116989399363e-10,262.71641723905714,5,1,0.9928494208397104,14.807638888888889,22,0.5238095238095238,5.838238143657059e+21,0.11627906976744186,0,0,0.4,3.1192796506081923,1.4731049830163832,5.107749576212944,1
0x000ab43e658935ba39504a1424b01756c1e9644c,2,1,0,2.0,1.2501761732178365e+17,6.250880866089182e+16,6.250880866089182e+16,0.4635888457301563,0.5,0.0,0.5,0.0,0.0,1.1365237938343968e+17,0.0,10.0,1,1,1.0,0.012222222222222223,1,1.0,1.1365237938343968e+17,0.5,0,0,1.0,-0.0,-0.0,0.0,1
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,35,123,2.2,6.214800187456194e+20,8.071169074618434e+18,149945680.56495407,0.3067440668504258,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0,-7.44569297886981e+19,1.0,10.0,8,1,0.46263191827864997,38.926842105263155,26,0.34210526315789475,9.843356285546257e+19,0.1038961038961039,0,0,0.2845528455284553,3.8846317099777505,2.510640639676955,6.240433662686867,5
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1,0,4.0,1.5694711530185959e+22,3.9236778825464897e+21,3.923677882546489e+21,0.6857846075518637,0.25,0.25,0.25,0.25,0.0,0.0,1.0,2.3156432935902784,2,1,0.5787246454522132,0.005555555555555556,3,1.0,5.480588573862457e+21,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,32,66,2.21875,3.619680607672736e+20,5.098141700947515e+18,119908667.68378066,0.27130819501995973,0.28169014084507044,0.19718309859154928,0.28169014084507044,0.23943661971830985,0.0,1.3253200041266708e+19,0.9680677719842232,194641769506.89664,4,1,0.9999999991497384,22.677932539682544,29,0.4142857142857143,6.494655808152692e+19,0.09859154929577464,0,0,0.48484848484848486,3.4203428099390183,2.7093703981867265,-0.5054152214837881,3
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,3,30,2.0,2.8210563760258567e+20,4.701760626709761e+19,6.847744826244305e+19,0.562577407171066,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,2.8210563760250526e+20,1.0052778787796208,7034583808143.068,2,1,0.99999999999943,147.18844444444446,3,0.6,7.667329281517612e+19,0.16666666666666666,0,0,0.1,1.2516291673878228,1.2516291673878228,-0.24273690112807916,2
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1,0,1.0,1218108806215370.5,1218108806215370.5,1218108806215370.5,,1.0,0.0,0.0,0.0,0.0,1218108806215370.5,1.0,10.0,1,1,1.0,24.0,0,0.0,1218108806215370.5,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,1,0,1.0,1.3920558505203291e+17,1.3920558505203291e+17,1.3920558505203291e+17,,1.0,0.0,0.0,0.0,0.0,1.3920558505203291e+17,1.0,10.0,1,1,1.0,24.0,0,0.0,1.3920558505203291e+17,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,4,80,2.0,7.60406186167224e+20,9.5050773270903e+19,251825078.20539236,0.26120387496429043,0.125,0.25,0.375,0.25,0.0,7.60406186164829e+20,0.5679894581669325,857545048223.0441,3,1,0.9999999999950222,276.24341269841267,4,0.5714285714285714,7.604061861653313e+20,0.125,0,0,0.05,1.811278124459133,1.811278124459133,-0.9999999999981695,2
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,7,20,1.1428571428571428,1.0409410810581128e+22,1.301176351322641e+21,59783304.36381849,0.41897853361900494,0.75,0.25,0.0,0.0,0.0,3.6985838580569185e+21,1.0,10.0,2,1,0.9999999999999665,69.66234126984126,0,0.0,3.841362593890737e+21,0.125,0,0,0.35,2.1556390622295662,2.0,-0.41514397167038597,2
0x000e840a3122ec28d0c29321db172375cb049762,10,5,26,2.0,7.001900836899825e+20,7.0019008368998244e+19,267445255.12806064,0.4119387621820524,0.5,0.1,0.2,0.2,0.0,7.001900836890137e+20,1.0026089786530055,3229276196391.615,2,1,0.9999999999972318,70.12302469135801,3,0.3333333333333333,2.396497157248835e+20,0.1,0,0,0.19230769230769232,2.321928094887362,1.3567796494470397,-0.05332376993902418,2
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,3,1,7.333333333333333,1.0756333303618222e+20,4.889242410735556e+18,15975270.320997626,0.4244828812997829,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0,2.574491458431371e+19,1.021571794264289,1924697762029.7551,3,1,0.6396346146211349,2.2553968253968253,10,0.47619047619047616,1.8315732359092113e+19,0.13636363636363635,0,0,3.0,2.5661823252553324,1.2158749624422405,1.6352747757172186,1
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1,0,1.0,1.0972547606004869e+18,1.0972547606004869e+18,1.0972547606004869e+18,,1.0,0.0,0.0,0.0,0.0,1.0972547606004869e+18,1.0,10.0,1,1,1.0,24.0,0,0.0,1.0972547606004869e+18,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,2,15,1.0,1.848662507187167e+20,9.243312535935835e+19,9.243312535935835e+19,0.8679456977659178,0.5,0.5,0.0,0.0,0.0,1.9888527745060717e+19,1.0,10.0,2,1,0.5057870869637914,376.2063888888889,0,0.0,1.023773892318887e+20,0.5,0,0,0.13333333333333333,1.0,1.0,0.0,1
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,6,18,4.166666666666667,6.687815264808566e+22,2.675126105923426e+21,7467888030.996687,0.3765947303812217,0.28,0.36,0.24,0.12,0.0,-3.9006246422751803e+21,0.9978640129046428,1788729910934.9817,4,1,0.9732800427555441,18.144305555555558,16,0.6666666666666666,1.3271969647213773e+22,0.12,0,0,0.3333333333333333,2.2790795706241744,2.1346939516467023,2.8805914928310354,2
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,3,2,24.333333333333332,1.504917014979466e+26,2.061530157506118e+24,1.510174170192355e+24,0.4910050892849569,0.3561643835616438,0.2054794520547945,0.2602739726027397,0.1780821917808219,0.0,1.6471440934081967e+23,0.9970509407929747,1.1889409847755685,5,1,0.999550039376292,0.9423341049382715,66,0.9166666666666666,6.85949221370097e+24,0.1095890410958904,0,0,1.5,1.7365226869014587,1.5182887024857337,-0.6786182717417547,1
0x000f908720f9ce164d90f4fc89459fab4442907f,96,2,1,48.0,4.652763195628202e+21,4.846628328779377e+19,3.634035580986469e+19,0.49358954480716977,0.3333333333333333,0.17708333333333334,0.3125,0.17708333333333334,0.0,3.484187578620707e+18,0.9953954899641876,1.925453564191058,2,1,0.9999999999994083,0.34199122807017546,87,0.9157894736842105,2.5886931382803595e+20,0.10416666666666667,0,0,2.0,2.608927781930415,0.8708644692353644,2224008104539.5864,1
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,4,8,2.0,1.221284402660667e+21,1.5266055033258338e+20,1.396839556718298e+20,0.446496635600813,0.375,0.375,0.125,0.125,0.0,2.4128274656534502e+20,0.9977814605134436,4.224166772431863,2,1,0.9999999999999738,27.550277777777776,4,0.5714285714285714,5.815021585770319e+20,0.125,0,0,0.5,1.4056390622295665,1.75,-0.5285877095721794,1
0x0011730224657eb527cf736039854c3a3f140e63,4,1,0,4.0,4.504053578690184e+21,1.126013394672546e+21,1.1226747806037959e+21,0.715357644028448,0.25,0.25,0.25,0.25,0.0,-1.335445627500023e+19,1.0,2.0423745504105475,2,1,0.5593635089760061,0.012777777777777777,3,1.0,1.520678661300002e+21,0.25,0,0,1.0,-0.0,-0.0,0.0,1
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,1,0,4.0,2.611258917117392e+20,6.52814729279348e+19,6.521456136150136e+19,0.46410135385091045,0.5,0.0,0.25,0.25,0.0,2.61125891711734e+20,1.0051516631878137,100318525989270.75,2,1,0.99999999999996,0.4366666666666667,1,0.3333333333333333,1.306967689887339e+20,0.25,0,0,1.0,0.8112781244591328,-0.0,0.0,1
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2,2,1.0,2.2961814875215222e+18,1.1480907437607611e+18,1.1480907437607611e+18,0.9707431283904275,1.0,0.0,0.0,0.0,0.0,2.2961814875215222e+18,1.0,10.0,1,1,1.0,66.60888888888888,0,0.0,1.1725579723009603e+18,0.5,0,0,1.0,1.0,1.0,0.0,1
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,31,62,7.451612903225806,2.810162514447535e+22,1.2165205690249069e+20,145925141.4450856,0.21035143912857568,0.43722943722943725,0.047619047619047616,0.1038961038961039,0.4025974025974026,0.008658008658008658,1.457135676387379e+22,0.18833821440911086,3.7030603658305887,7,1,0.33560390919997185,6.469870772946861,51,0.2217391304347826,4.162605766511282e+21,0.09956709956709957,2,1,0.5,4.386072381610816,2.7585483361459286,1045099123801.1671,3
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,1,0,1.0,9.90129887747656e+18,9.90129887747656e+18,9.90129887747656e+18,,0.0,1.0,0.0,0.0,0.0,-9.90129887747656e+18,1.0,10.0,1,1,1.0,24.0,0,0.0,9.90129887747656e+18,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,1,0,1.0,2.0424043145808835e+17,2.0424043145808835e+17,2.0424043145808835e+17,,1.0,0.0,0.0,0.0,0.0,2.0424043145808835e+17,1.0,10.0,1,1,1.0,24.0,0,0.0,2.0424043145808835e+17,0.0,0,0,1.0,-0.0,-0.0,0.0,1
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2,6,1.0,2435337.7818598244,1217668.8909299122,1217668.8909299122,0.9131163087723988,1.0,0.0,0.0,0.0,0.0,2435337.7818598244,1.0,10.0,1,1,1.0,146.26222222222222,0,0.0,1299595.7635408235,0.5,0,0,0.3333333333333333,1.0,1.0,0.0,1
0x0014dfac19477a83d7354e6eaac28642c1959398,36,12,30,3.0,1.6955739131985814e+23,4.709927536662726e+21,1.3298250706347491e+21,0.4396194728803054,0.2777777777777778,0.3055555555555556,0.16666666666666666,0.25,0.0,3.8856412058306436e+21,1.0021942334675875,4778307812230.2705,3,1,0.5052726031133936,20.703484126984126,9,0.2571428571428571,2.530634749902005e+22,0.1111111111111111,0,0,0.4,3.763558599134237,2.1374911722493177,-0.23571712931086683,2
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,18,132,1.6666666666666667,7.354631136826287e+21,2.451543712275429e+20,1506503128.912969,0.3599589242170328,0.6333333333333333,0.3,0.06666666666666667,0.0,0.0,1.5822500069192748e+21,0.0,2.646906775077319,5,1,0.5242766135195011,109.88266283524902,7,0.2413793103448276,1.1794113046551298e+21,0.1,0,0,0.13636363636363635,3.1307501784370424,2.0547731686306117,0.19540012574342278,4
